catalog_type,item_id,asset_variant,image_url
sea,479bec50a402e66d,tank,https://dodo.ac/np/images/f/f1/Gigas_Giant_Clam_NH_Furniture_Icon.png
sea,510f30613819c6e9,tank,https://dodo.ac/np/images/a/a5/Vampire_Squid_NH_Furniture_Icon.png
sea,5196bc1437648ff6,tank,https://dodo.ac/np/images/c/c3/Spiny_Lobster_NH_Furniture_Icon.png
sea,618b888531bede4f,tank,https://dodo.ac/np/images/f/f5/Abalone_NH_Furniture_Icon.png
sea,64038687e347a97b,tank,https://dodo.ac/np/images/6/69/Sweet_Shrimp_NH_Furniture_Icon.png
sea,6424295ad358c8ab,tank,https://dodo.ac/np/images/e/e4/Sea_Urchin_NH_Furniture_Icon.png
sea,64d7be2f5aff5fbd,tank,https://dodo.ac/np/images/e/eb/Octopus_NH_Furniture_Icon.png
sea,65ec2916b1f96470,tank,https://dodo.ac/np/images/3/38/Flatworm_NH_Furniture_Icon.png
sea,6c8fc7d29796f9f6,tank,https://dodo.ac/np/images/a/a5/Snow_Crab_NH_Furniture_Icon.png
sea,71eed0dd8051d922,tank,https://dodo.ac/np/images/c/c9/Tiger_Prawn_NH_Furniture_Icon.png
sea,78a80722a184a23d,tank,https://dodo.ac/np/images/9/9c/Spider_Crab_NH_Furniture_Icon.png
sea,790c01a99a51c551,tank,https://dodo.ac/np/images/f/fb/Acorn_Barnacle_NH_Furniture_Icon.png
sea,7ee4d9c9aaa1162a,tank,https://dodo.ac/np/images/2/26/Firefly_Squid_NH_Furniture_Icon.png
sea,874183f0dd887888,tank,https://dodo.ac/np/images/5/56/Horseshoe_Crab_NH_Furniture_Icon.png
sea,876467b1c906e28f,tank,https://dodo.ac/np/images/8/84/Mussel_NH_Furniture_Icon.png
sea,8f0df69bfe1b3381,tank,https://dodo.ac/np/images/8/81/Pearl_Oyster_NH_Furniture_Icon.png
sea,a12c9aae89b85772,tank,https://dodo.ac/np/images/5/56/Umbrella_Octopus_NH_Furniture_Icon.png
sea,a4da99d7dddb1bd5,tank,https://dodo.ac/np/images/2/27/Dungeness_Crab_NH_Furniture_Icon.png
sea,aa5c7d8cec6a2f34,tank,https://dodo.ac/np/images/8/88/Sea_Slug_NH_Furniture_Icon.png
sea,b012f6257dd1d94b,tank,https://dodo.ac/np/images/0/04/Seaweed_NH_Furniture_Icon.png
sea,b208cc87a6b0fee1,tank,https://dodo.ac/np/images/b/b5/Moon_Jellyfish_NH_Furniture_Icon.png
sea,bc30693a908e49d5,tank,https://dodo.ac/np/images/3/30/Gazami_Crab_NH_Furniture_Icon.png
sea,be36dfa8d32f0de6,tank,https://dodo.ac/np/images/e/ea/Sea_Grapes_NH_Furniture_Icon.png
sea,c965058073213909,tank,https://dodo.ac/np/images/6/63/Chambered_Nautilus_NH_Furniture_Icon.png
sea,cceb29fa8d81af83,tank,https://dodo.ac/np/images/3/34/Venus%27_Flower_Basket_NH_Furniture_Icon.png
sea,ea7dc74d21a7c8ef,tank,https://dodo.ac/np/images/d/d0/Lobster_NH_Furniture_Icon.png
sea,ede290618bebc1f7,tank,https://dodo.ac/np/images/8/86/Sea_Cucumber_NH_Furniture_Icon.png
sea,f02c9509dd6c77f5,tank,https://dodo.ac/np/images/2/23/Oyster_NH_Furniture_Icon.png
